Title,Environments,Aliases,Owners,Primary URL (Site folder name),Department,Notes
Medical School PCID9,"dev, test, prod","med-d9.dev.umn.edu, med-d9.stg.umn.edu, med-d9.prd.umn.edu, www.med.umn.edu, immunology.umn.edu, www.immunology.umn.edu, gme.umn.edu, www.gme.umn.edu, www.stemcell.umn.edu, www.surgery.umn.edu, peds.umn.edu, ccir.umn.edu, anesthesiology.umn.edu, biobehavioral.umn.edu, biomedical.umn.edu, blazarlab.umn.edu, caimh.umn.edu, crm.umn.edu, dermatology.umn.edu, dom.umn.edu, emergencymedicine.umn.edu, ent.umn.edu, familymedicine.umn.edu, globalhealth.umn.edu, globalmedicine.umn.edu, healthdisparities.umn.edu, lionsvoiceclinic.umn.edu, mdcenter.umn.edu, medopd.umn.edu, medpeds.umn.edu, microbiology.umn.edu, mortuaryscience.umn.edu, neurology.umn.edu, neurosci.umn.edu, neurosurgery.umn.edu, obgyn.umn.edu, ophthalmology.umn.edu, ortho.umn.edu, pathology.umn.edu, pediatrics.umn.edu, pharmacology.umn.edu, physicalrehab.umn.edu, physiology.umn.edu, psychiatry.umn.edu, radiationoncology.umn.edu, radiology.umn.edu, rehabmedicine.umn.edu, rpap.umn.edu, skoap.umn.edu, stemcell.umn.edu, surgery.umn.edu, uic.umn.edu, urology.umn.edu, womenshealth.umn.edu, www.anesthesiology.umn.edu, www.biobehavioral.umn.edu, www.biomedical.umn.edu, www.caimh.umn.edu, www.ccir.umn.edu, www.dermatology.umn.edu, www.dom.umn.edu, www.emergencymedicine.umn.edu, www.ent.umn.edu, www.familymedicine.umn.edu, www.globalhealth.umn.edu, www.globalmedicine.umn.edu, www.healthdisparities.umn.edu, www.lionsvoiceclinic.umn.edu, www.mdcenter.umn.edu, www.medpeds.umn.edu, www.microbiology.umn.edu, www.mortuaryscience.umn.edu, www.neurology.umn.edu, www.neurosci.umn.edu, www.neurosurgery.umn.edu, www.obgyn.umn.edu, www.ophthalmology.umn.edu, www.ortho.umn.edu, www.pathology.umn.edu, www.pediatrics.umn.edu, www.peds.umn.edu, www.pharmacology.umn.edu, www.physicalrehab.umn.edu, www.physiology.umn.edu, www.psychiatry.umn.edu, www.radiationoncology.umn.edu, www.radiology.umn.edu, www.rehabmedicine.umn.edu, www.stemcell.umn.edu, www.surgery.umn.edu, www.uic.umn.edu, www.urology.umn.edu, www.womenshealth.umn.edu, adoption.umn.edu, ald.umn.edu, biologyofaging.umn.edu, bmt.umn.edu, cfam.umn.edu, clhss.umn.edu, cme.umn.edu, coursedirectory.umn.edu, cpd.umn.edu, heart.umn.edu, ibam.umn.edu, immunology.umn.edu, lhi.umn.edu, memorymdt.umn.edu, micab.umn.edu, mld.umn.edu, mpat.umn.edu, mps.umn.edu, preaward.med.umn.edu, sexualhealth.umn.edu, strongwomen.umn.edu, umiidconnects.umn.edu, www.adoption.umn.edu, www.bmt.umn.edu, www.cpd.umn.edu, www.heart.umn.edu, www.immunology.umn.edu, www.lhi.umn.edu, www.micab.umn.edu, www.sexualhealth.umn.edu, med.dev.umn.edu, facultyaffairs.umn.edu, ofa.umn.edu, cqode.umn.edu, cares.umn.edu, youthchat.umn.edu, cge.umn.edu, www.cge.umn.edu, iem.umn.edu, www.iem.umn.edu, traumacare.umn.edu, med.umn.edu, cwhr.umn.edu, espi.umn.edu, thielen.umn.edu","adangol, devel016",med.umn.edu,MED - Medical School,
Niedernhofer Lab,prod,"niedernhofer.dev.umn.edu, niedernhofer.stg.umn.edu","adangol, mille177, kholmest",niedernhofer.umn.edu,MED - Medical School,
Camell Lab,"test, prod","camelllab.dev.umn.edu, camell.umn.edu, camelllab.stg.umn.edu",ccamell,camelllab.umn.edu,MED - Medical School,
mphysicians,"dev, test, prod","mphysicians.dev.umn.edu, mphysicians.stg.umn.edu, mphysicians.prd.umn.edu, mphysicians.org, mphysicians.net, mphysicians.info, mphysicians.com, www.umphysicians.org, umphysicians.org, umphysicians.com, umphysicians.umn.edu, www.mphysicians.org","adangol, devel016",mphysicians.umn.edu,MED - Medical School,
Institute for Social Research and Data Innovation,"dev, test, prod","isrdi.dev.umn.edu, isrdi.stg.umn.edu, isrdi.umn.edu, www.isrdi.umn.edu","goray, amcwhinn, canin, sassc",isrdi.umn.edu,MPC,
Minnesota Population Center,"dev, test, prod","pop-d9.dev.umn.edu, pop-d9.stg.umn.edu, www.pop.umn.edu, pop.umn.edu","goray, amcwhinn, canin, sassc",pop.umn.edu,MPC,
CORE,"dev, test, prod","core.dev.umn.edu, core.stg.umn.edu","abreland, dougl361, dougl330, irsfe008, lisamars",core.umn.edu,OED - Office for Equity & Diversity,
Social Justice Directory,"dev, test, prod","socialjusticedirectory.dev.umn.edu, socialjusticedirectory.stg.umn.edu","meyer150, lisamars, lang0925",socialjusticedirectory.umn.edu,OED - Office for Equity & Diversity,
Disability Resource Center,"dev, test, prod","disability.stg.umn.edu, disability.dev.umn.edu, disability.dl8.umn.edu, cap.umn.edu","lisamars, tmikk, marsh058, angus025, dougl361, dougl330",disability.umn.edu,OED - Office for Equity & Diversity,
Office of the General Counsel,"dev, test, prod","ogc.dev.umn.edu, ogc.stg.umn.edu, ogc.dl9.umn.edu, www.ogc.umn.edu, recordsmgmt.umn.edu, www.recordsmgmt.umn.edu, ogc.umn.edu","klwagner, hindt009, kotta022",ogc.umn.edu,OGC - Office of the General Counsel,
UMN Office of Human Resources,"dev, test, prod","hr.dev.umn.edu, hr.stg.umn.edu, hr.prd.umn.edu, humanresources.umn.edu, www.humanresources.umn.edu, wellness.umn.edu, www.wellness.umn.edu, ee.ltd.umn.edu, hr.umn.edu","irsfe008, devel016, dtadege, nels2371, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",hr.umn.edu,OHR - Office of Human Resources,
Community Fund Drive,prod,"cfd.stg.umn.edu, cfd.dev.umn.edu, cfd.dl9.umn.edu, www.cfd.umn.edu",nola0058,cfd.umn.edu,OHR - Office of Human Resources,
hrmsO8dev,"dev, test, prod","hrms.dev.umn.edu, hrms.stg.umn.edu","ksblock, devel016, irsfe008",hrms.umn.edu,OHR - Office of Human Resources,
Supervisory Development Program,"dev, test, prod","supervising.dl9.umn.edu, supervising.dev.umn.edu, supervising.stg.umn.edu","oalepova, cristaly, mohan130, barne693",supervising.umn.edu,OHR - Office of Human Resources,
Policy,"dev, test, prod","policy-d9.dev.umn.edu, policy-d9.prd.umn.edu, www.policy.umn.edu, policy.dev.umn.edu, policy.stg.umn.edu","lundquij, young041",policy.umn.edu,OIC - Office of Institutional Compliance,
COI,"dev, test, prod","coi.dev.umn.edu, coi.stg.umn.edu, coi.prd.umn.edu, coi.umn.edu, www.coi.umn.edu",lundquij,coi.umn.edu,OIC - Office of Institutional Compliance,
Delegations of Authority,"dev, test, prod","authority.dev.umn.edu, authority.stg.umn.edu, authority.prd.umn.edu, authority.umn.edu, www.authority.umn.edu",lundquij,authority.umn.edu,OIC - Office of Institutional Compliance,
Office of Institutional Compliance,"oittst, dev, test, prod","integrity.dev.umn.edu, integrity.stg.umn.edu, integrity.prd.umn.edu, integrity.umn.edu, www.integrity.umn.edu",lundquij,integrity.umn.edu,OIC - Office of Institutional Compliance,
compliance.umn.edu,"dev, test, prod","compliance.dev.umn.edu, compliance.stg.umn.edu, compliance.prd.umn.edu, compliance.umn.edu, www.compliance.umn.edu, ureport.umn.edu, www.ureport.umn.edu",lundquij,compliance.umn.edu,OIC - Office of Institutional Compliance,
DL9 Training,prod,"dl9training.dev.umn.edu, dl9training.stg.umn.edu, dl9training.umn.edu",nelse007,dl9training.umn.edu,OIT,
Chamil's test site,prod,chamil-test.umn.edu,amara060,chamil-test.umn.edu,OIT - Office of Information Technology,
Jon's Sandbox Site,prod,"jb-sandbox.dev.umn.edu, jb-sandbox.stg.umn.edu",belle103,jb-sandbox.umn.edu,OIT - Office of Information Technology,
Ben Helle Drupal Sandbox,"dev, test, prod","bhsandbox.dev.umn.edu, bhsandbox.stg.umn.edu",benhelle,bhsandbox.umn.edu,OIT - Office of Information Technology,
Drupal Management Site,"oittst, dev, test, prod","drupalmanagement.prd.umn.edu, drupalmanagement.dev.umn.edu, drupalmanagement.stg.umn.edu, drupalmanagement.umn.edu, dm.umn.edu","rimbu002, starr027, amara060, djk, kjk",drupalmanagement.umn.edu,OIT - Office of Information Technology,
Jake's Test Site,"dev, test, prod","jaketest.dev.umn.edu, jaketest.stg.umn.edu, jaketestalias.umn.edu",gagnon,jaketest.umn.edu,OIT - Office of Information Technology,
visual regression testing,"oittst, dev, test, prod","reg-test.oittst.umn.edu, reg-test.dev.umn.edu, reg-test.stg.umn.edu, reg-test.umn.edu",,reg-test.umn.edu,OIT - Office of Information Technology,
aumnd906.umn.edu,"dev, test, prod","umnd906.stg.umn.edu, umnd906.dev.umn.edu, umnd906.dl9.umn.edu, umnd906.umn.edu","starr027, amara060, rimbu002",aumnd906.umn.edu,OIT - Office of Information Technology,
Jacquie's Test Site,"dev, test, prod","jc-sandbox.dev.umn.edu, jc-sandbox.stg.umn.edu, jc-samplesite.umn.edu, jc-907edge.umn.edu, www.jc-907-cname.umn.edu, jc-907-arecord.umn.edu","corri129, todd0186",jc-sandbox.umn.edu,OIT - Office of Information Technology,
UMND905 test site,"dev, test, prod","umnd905.umn.edu, umnd905.stg.umn.edu, umnd905.dev.umn.edu","starr027, rimbu002, amara060, djk",aumnd905.umn.edu,OIT - Office of Information Technology,
Atlas,"dev, test, prod","atlas.dev.umn.edu, atlas.stg.umn.edu, atlas.umn.edu","c-good, devel016, mamiller, nelse007",atlas.umn.edu,OIT - Office of Information Technology,
UMND903 Test site,"dev, test, prod","umnd903.dev.umn.edu, umnd903.stg.umn.edu, umnd903.umn.edu",starr027,aaumnd903.umn.edu,OIT - Office of Information Technology,
D9 Test Site 1,"dev, test, prod","oit-d9-01.dev.umn.edu, oit-d9-01.stg.umn.edu",starr027,oit-d9-01.umn.edu,OIT - Office of Information Technology,
T2 WSH DL9 Sandbox,"dev, test, prod","t2vcsh-dl8.dev.umn.edu, t2vcsh-dl8.stg.umn.edu, t2vcsh.umn.edu, t2wsh.dl8.umn.edu, t2vcsh.dl8.umn.edu","kjk, corri129",t2wsh.umn.edu,OIT - Office of Information Technology,
wit.umn.edu,"dev, test, prod","wit.dl8.umn.edu, wit.umn.edu, wit-dl8.stg.umn.edu",wit-comm,wit.umn.edu,OIT - Office of Information Technology,
Accessible U,"dev, test, prod","accessibility-d8.dev.umn.edu, accessibility-d8.stg.umn.edu, accessibility.umn.edu, www.accessibility.umn.edu, accessibleu.umn.edu, accessu.umn.edu, oda.umn.edu",c-good,accessibility.umn.edu,OIT - Office of Information Technology,
IT@UMN Drupal 8,"dev, test, prod","itumn.dev.umn.edu, it.umn.edu, www.it.umn.edu, wifi.umn.edu, apps-to-go.umn.edu, apps2go.umn.edu, appstogo.umn.edu, desktop-to-go.umn.edu, desktop2go.umn.edu, www.uminnesota.umn.edu, archive.moodle.umn.edu, www.archive.moodle.umn.edu, it-d8.prd.umn.edu, desktoptogo.umn.edu, itumn.stg.umn.edu, teach-online.umn.edu, teaching-online.umn.edu, download.software.umn.edu, www.download.software.umn.edu, computerlabs.umn.edu, www.computerlabs.umn.edu, umconnect.umn.edu, linkedin-learning.umn.edu, lynda.umn.edu, www.lynda.umn.edu, mediahub.umn.edu, hardwarepurchasing.umn.edu, www.hardwarepurchasing.umn.edu, chat.it.umn.edu, ai.umn.edu","c-good, devel016, mamiller, nelse007, rjkos",itumn.umn.edu,OIT - Office of Information Technology,
UMN D8 03 Test site,"dev, test, prod","umnd803.dev.umn.edu, umnd803.stg.umn.edu, umnd803.umn.edu",starr027,umnd803.umn.edu,OIT - Office of Information Technology,
KJK - Drupal 8 Lite Test,"dev, test, prod","kjk.dl8.umn.edu, kjk.dev.umn.edu, kjk.stg.umn.edu","kjk, drupa001, ucm",kjk.umn.edu,OIT - Office of Information Technology,
Student Unions and Activities,"dev, test, prod","sua.dev.umn.edu, sua.stg.umn.edu, sua.prd.umn.edu, sua.umn.edu","fonta056, zabe0080, kuzni003, obri0757",sua.umn.edu,OSA - Office of Student Affairs,
Campus Elections,prod,"campuselections.dev.umn.edu, campuselections.stg.umn.edu, acec.umn.edu",fonta056,campuselections.umn.edu,OSA - Office of Student Affairs,
Homecoming,"dev, test, prod","homecoming.umn.edu, homecoming.dev.umn.edu, homecoming.stg.umn.edu, homecoming.prd.umn.edu",fonta056,homecoming.umn.edu,OSA - Office of Student Affairs,
Off Campus Living,"dev, test, prod","ocl.dev.umn.edu, ocl.stg.umn.edu",fonta056,ocl.umn.edu,OSA - Office of Student Affairs,
Fraternity and Sorority Life,"dev, test, prod","fsl.dev.umn.edu, fsl.stg.umn.edu, fsl.dl9.umn.edu","fonta056, eoswalt",fsl.umn.edu,OSA - Office of Student Affairs,
President's Student Leadership & Student Award,"dev, test, prod","pslsa-d9.dev.umn.edu, pslsa-d9.stg.umn.edu",fonta056,pslsa.umn.edu,OSA - Office of Student Affairs,
Multicultural Student Engagement,"dev, prod","mcse.dev.umn.edu, mcse.stg.umn.edu, mcse.umn.edu","leibfrie, fonta056",mcse.umn.edu,OSA - Office of Student Affairs,
University Student Legal Service,"dev, test, prod","sls.stg.umn.edu, sls.dev.umn.edu, sls.dl9.umn.edu, sls.umn.edu","fonta056, leibfrie",sls.umn.edu,OSA - Office of Student Affairs,
Parent & Family Program,"dev, test, prod","parent.stg.umn.edu, parent.dev.umn.edu, parent.dl9.umn.edu, www.parent.umn.edu, family.umn.edu, parent.umn.edu","fonta056, leibfrie",parent.umn.edu,OSA - Office of Student Affairs,
Student Services Fees,"dev, test, prod","ssf.stg.umn.edu, ssf.dev.umn.edu, ssf.dl9.umn.edu","proyk001, fonta056, leibfrie",ssf.umn.edu,OSA - Office of Student Affairs,
Student Parent Help Center,"dev, test, prod","www.sphc.umn.edu, sphc.stg.umn.edu, sphc.dev.umn.edu, sphc.dl9.umn.edu","leibfrie, fonta056",sphc.umn.edu,OSA - Office of Student Affairs,
Office of Student Affairs,"dev, test, prod","www.osa.umn.edu, osa.stg.umn.edu, osa.dev.umn.edu, osa.dl9.umn.edu, www.engage.umn.edu, engage.umn.edu","fonta056, leibfrie",osa.umn.edu,OSA - Office of Student Affairs,
aurora,"test, prod","aurora.stg.umn.edu, aurora.dev.umn.edu, aurora.dl8.umn.edu","leibfrie, vran0020, fonta056",aurora.umn.edu,OSA - Office of Student Affairs,
Radio K,"dev, test, prod","radiok.dev.umn.edu, radiok.stg.umn.edu, radiok-pci.dev.umn.edu, radiok.umn.edu, radiok.prd.umn.edu, wheremusicmattersmost.com, wheremusicmattersmost.org, realcollegeradio.com, realcollegeradio.org, www.radiok.org, radiok.com, www.radiok.umn.edu, radiok.org","mille648, birle003, santa195, derse008, fonta056",radiok.org,OSA - Office of Student Affairs,
Student Counseling Service,"dev, test, prod","counseling.dl8.umn.edu, counseling.umn.edu, counseling.stg.umn.edu, counseling.dev.umn.edu","fonta056, leibfrie",counseling.umn.edu,OSA - Office of Student Affairs,
Classroom Management,"dev, test, prod","classroom.dev.umn.edu, classroom.stg.umn.edu, classroom.prd.umn.edu, classroom.umn.edu","eeklund, dlagerro, thoma127, isen0011, simps614, ande7947, clem0234, eberh115, asrweb",classroom.umn.edu,OUE - Office of Undergraduate Education,
diploma.umn.edu,"dev, test, prod","diploma.dev.umn.edu, diploma.stg.umn.edu","thoma127, simps614, dlagerro, isen0011, eeklund",diploma.umn.edu,OUE - Office of Undergraduate Education,
Emerge Summer STEM Program,"dev, test, prod","emerge.dev.umn.edu, emerge.stg.umn.edu, www.emerge.umn.edu","meyer150, lang0925",emerge.umn.edu,OUE - Office of Undergraduate Education,
Pre Law Advising,"dev, prod","prelaw.dev.umn.edu, prelaw.stg.umn.edu","meyer150, lang0925",prelaw.umn.edu,OUE - Office of Undergraduate Education,
First Gen at the U of M,"dev, test, prod","firstgen.dev.umn.edu, firstgen.stg.umn.edu","meyer150, lang0925",firstgen.umn.edu,OUE - Office of Undergraduate Education,
Success Coaching Program,"dev, test, prod","successcoaching.dev.umn.edu, successcoaching.stg.umn.edu","woberry, meyer150, lang0925",successcoaching.umn.edu,OUE - Office of Undergraduate Education,
International Student Services Fee,"dev, test, prod","internationalfee.dev.umn.edu, internationalfee.stg.umn.edu","meyer150, lang0925",internationalfee.umn.edu,OUE - Office of Undergraduate Education,
President's Emerging Scholars Program,"dev, prod","prezscholars-d8.dev.umn.edu, prezscholars-d8.stg.umn.edu, pes.umn.edu, www.prezscholars.umn.edu, prezscholars.umn.edu","woberry, meyer150, lang0925",prezscholars.umn.edu,OUE - Office of Undergraduate Education,
Office of Undergraduate Education,"dev, test, prod","undergrad.dev.umn.edu, undergrad.stg.umn.edu, undergrad.umn.edu, www.undergrad.umn.edu","meyer150, lang0925",undergrad.umn.edu,OUE - Office of Undergraduate Education,
Office of Undergraduate Admissions,"dev, test, prod","admissions-tc.dev.umn.edu, admissions-tc.stg.umn.edu, admissions-tc.prd.umn.edu, www.admissions.tc.umn.edu, www.connect.umn.edu","wrightan, wals0214, meyer150, lang0925",admissions.tc.umn.edu,OUE - Office of Undergraduate Education,
U of MN Undergrad Admissions Major Key,"dev, test, prod","majors.dev.umn.edu, majors.stg.umn.edu, majors.umn.edu, www.majors.umn.edu","wrightan, admcomm, meyer150, lang0925",majors.umn.edu,OUE - Office of Undergraduate Education,
Spatialomics Consortium,prod,"spatialomics.dev.umn.edu, spatialomics.stg.umn.edu",ande3650,spatialomics.umn.edu,OVPR - Office of Vice President for Research,
International Institute for Biosensing (IIB),"dev, test, prod","iib.dev.umn.edu, iib.stg.umn.edu","sang, parso410, jwilgenb, munde026, shand095",iib.umn.edu,OVPR - Office of Vice President for Research,
The UMN Hormel Institute,"dev, test, prod","hi.dev.umn.edu, hi.stg.umn.edu, hi.prd.umn.edu, www.hi.umn.edu, hi.umn.edu, www.plungeforpink.com, plungeforpink.com","patt0395, raquelh, devel016, jmcdonal",hi.umn.edu,OVPR - Office of Vice President for Research,
UMN Data Science Initiative,"dev, test, prod","dsi.dev.umn.edu, dsi.stg.umn.edu","jwf, landw020, vondi001, parso410, borck, munde026, shand095, saaristo",dsi.umn.edu,OVPR - Office of Vice President for Research,
FV500 Confocal Microscopy,prod,"fv500-confocal-microscopy.dev.umn.edu, fv500-confocal-microscopy.stg.umn.edu","dlv, ford0439",fv500-confocal-microscopy.umn.edu,OVPR - Office of Vice President for Research,
Transportation Policy and Economic Competitiveness Program,prod,"tpec.dev.umn.edu, tpec.stg.umn.edu, tpec.dl9.umn.edu, www.tpec.umn.edu","siqv0001, ande4255",tpec.umn.edu,OVPR - Office of Vice President for Research,
Water Council,prod,"water.dev.umn.edu, water.stg.umn.edu, water.dl9.umn.edu, www.water.umn.edu","eric0706, michaelw, watercouncil",water.umn.edu,OVPR - Office of Vice President for Research,
OVPR,"dev, test, prod","research.dev.umn.edu, research.stg.umn.edu, research.prd.umn.edu, advance-hsr-alerts.umn.edu, biohub.umn.edu, bioinnovation.umn.edu, biotech.umn.edu, biotechnology.umn.edu, bsl3.umn.edu, certifiedapprover.umn.edu, covid.umn.edu, crad.umn.edu, food.umn.edu, iacuc.umn.edu, www.iacuc.umn.edu, ibc.umn.edu, inquiry.umn.edu, irb.umn.edu, www.irb.umn.edu, mndrive.umn.edu, www.mndrive.umn.edu, nationalsecurity.umn.edu, obao.umn.edu, oca.umn.edu, oris.umn.edu, otc.umn.edu, www.otc.umn.edu, ovpr.umn.edu, www.ovpr.umn.edu, rar.umn.edu, rco.umn.edu, regionaldevelopment.umn.edu, www.research.umn.edu, riact.umn.edu, spa.umn.edu, techcomm.umn.edu, www.techcomm.umn.edu, venturecenter.umn.edu, www.venturecenter.umn.edu, www.licensingcenter.umn.edu, www.ospa.umn.edu, inquiry.research.umn.edu, frontdoor.umn.edu, licensingcenter.umn.edu, ospa.umn.edu, www.ibc.umn.edu, rio.umn.edu, www.rio.umn.edu, research-innovation.umn.edu, researchinnovation.umn.edu, chips.umn.edu, microelectronics.umn.edu, semiconductors.umn.edu, ric.umn.edu, research.umn.edu","hsantiag, flynn563, dicke471, cote0087, stegi010, netla045, bos00010, dart0031, irsfe008, vasqu299",research.umn.edu,OVPR - Office of Vice President for Research,
Minnesota Supercomputing Institute,"dev, test, prod","msi.dev.umn.edu, msi.stg.umn.edu, msi.prd.umn.edu, msi.umn.edu, www.msi.umn.edu","jwf, landw020, ddewet, parso410, bert0214, munde026, shand095",msi.umn.edu,OVPR - Office of Vice President for Research,
Research Computing,"dev, test, prod","rc.dev.umn.edu, rc.stg.umn.edu, researchcomputing.umn.edu, www.researchcomputing.umn.edu, uspatial.umn.edu, www.uspatial.umn.edu, spatial-research.umn.edu, umii.umn.edu","jwf, landw020",rc.umn.edu,OVPR - Office of Vice President for Research,
Women and Girls of Color,prod,womengirlsofcolor.dl8.umn.edu,meyer150,womengirlsofcolor.umn.edu,OVPR - Office of Vice President for Research,
Office Of The Associate Vice President For Academic Health Sciences,"dev, test, prod","healthsciedu.dev.umn.edu, healthsciedu.stg.umn.edu, healthsciedu.umn.edu, www.healthsciedu.umn.edu, ahceducation.umn.edu, www.ahceducation.umn.edu","meyer150, engeb013, lang0925",healthsciedu.umn.edu,OVPR - Office of Vice President for Research,
Pre-Health Student Resource Center,"dev, test, prod","healthcareers.stg.umn.edu, healthcareers.dev.umn.edu, www.healthcareers.umn.edu","meyer150, engeb013, lang0925",healthcareers.umn.edu,OVPR - Office of Vice President for Research,
Office for Public Engagement,"dev, test, prod","ope.dev.umn.edu, ope.stg.umn.edu, engagement.umn.edu, www.engagement.umn.edu, engagement.prd.umn.edu","meyer150, lang0925",ope.umn.edu,OVPR - Office of Vice President for Research,
Center for Transportation Studies D8 site,"dev, test, prod","cts-d8.dev.umn.edu, cts-d8.stg.umn.edu, cts.prd.umn.edu, www.cts.umn.edu, cts-mnltap.dev.umn.edu, access.umn.edu, ao.umn.edu, mnltap.umn.edu, www.mnltap.umn.edu, www.cts.umn.edu, cts.umn.edu","birle003, ande4255, santa195, derse008, siqv0001",cts.umn.edu,OVPR - Office of Vice President for Research,
University of Minnesota Hazmat and Hazwoper Training,prod,"hazmat.dev.umn.edu, hazmat.stg.umn.edu, hazmat.prd.umn.edu",archi009,hazmat.umn.edu,SPH - School of Public Health,
EpiCH Grant Toolkit,prod,"granttoolkit-epi.dev.umn.edu, granttoolkit-epi.stg.umn.edu","johns260, poque020",granttoolkit.epi.umn.edu,SPH - School of Public Health,
Consortium for Workforce Research in Public Health,"dev, test, prod","cworph.dev.umn.edu, cworph.stg.umn.edu, www.cworph.umn.edu","devel016, schulman, laroche, stan0347",cworph.umn.edu,SPH - School of Public Health,
10kfs,"dev, test, prod","10kfs-d9.dev.umn.edu, 10kfs-d9.stg.umn.edu, 10kfs-d9.prd.umn.edu","clemenw, starr027, rimbu002, amara060, djk",10kfs.umn.edu,SPH - School of Public Health,
Alcohol Epidemiology Program,prod,"aep.stg.umn.edu, aep.dev.umn.edu, aep.dl9.umn.edu, www.aep.umn.edu, aep.umn.edu",johns260,aep.umn.edu,SPH - School of Public Health,
School of Public Health Directory,"dev, test, prod","directory-sph-d9.dev.umn.edu, directory-sph-d9.stg.umn.edu, directory-sph-d9.prd.umn.edu","sphweb, stan0347",directory.sph.umn.edu,SPH - School of Public Health,
Coordinating Centers for Biometric Research,"test, prod","ccbr.stg.umn.edu, ccbr.dev.umn.edu, ccbr.dl9.umn.edu",meger001,ccbr.biostat.umn.edu,SPH - School of Public Health,
Center for Antiracism Research for Health Equity,"dev, test, prod","carhe.dev.umn.edu, carhe.stg.umn.edu, www.carhe.umn.edu","billi323, leder075, netti031, silv0159, urban358, cjk",carhe.umn.edu,SPH - School of Public Health,
cers.umn.edu,prod,"cers.dev.umn.edu, cers.stg.umn.edu",chux0051,cers.umn.edu,SPH - School of Public Health,
PLUS Consortium,"dev, test, prod","www.plusconsortium.umn.edu, plusconsortium-d9.dev.umn.edu, plusconsortium-d9.stg.umn.edu, plusconsortium-d9.prd.umn.edu","chary, putnams, archi009",plusconsortium.umn.edu,SPH - School of Public Health,
Lactation Information,"test, prod","lacspaces.stg.umn.edu, lacspaces.dev.umn.edu, lacspaces.dl8.umn.edu","skeene, mikaela",lacspaces.umn.edu,SPH - School of Public Health,
"10,000 Families Study","dev, test, prod","10kfs.dev.umn.edu, 10kfs.stg.umn.edu, 10kfs.prd.umn.edu, www.tenthousandfamilies.umn.edu, tenthousandfamilies.umn.edu, 10000families.umn.edu, www.10000families.umn.edu, www.10kfs.umn.edu",clemenw,10kfs.umn.edu,SPH - School of Public Health,
Seguralab.umn.edu,"dev, test, prod","segurallab.dev.umn.edu, segurallab.stg.umn.edu, seguralab.umn.edu",godin033,segurallab.umn.edu,SPH - School of Public Health,
ResDAC Data Documentation,"dev, test, prod","resdac.umn.edu, resdac.org, www.resdac.org, resdac-d8.dev.umn.edu, resdac-d8.stg.umn.edu, resdac.dev.umn.edu, resdac.stg.umn.edu, datadocumentation.resdac.org","ostby014, dougl361, angus025",datadocumentation.resdac.org,SPH - School of Public Health,
Student Conflict Resolution Center,"dev, test, prod","www.sos.umn.edu, sos.stg.umn.edu, sos.dev.umn.edu, sos.dl9.umn.edu","fonta056, leibfrie",sos.umn.edu,Student Conflict Resolution (10117),
Student Advocate Services,"dev, test, prod","studentadvocate.stg.umn.edu, studentadvocate.dev.umn.edu, studentadvocate.dl9.umn.edu","fryxx074, fonta056, leibfrie",studentadvocate.umn.edu,Student Conflict Resolution (10117),
Undergrad Diversity at UMTC,"dev, test, prod","community.dev.umn.edu, community.stg.umn.edu, community.prd.umn.edu","meyer150, lang0925",community.umn.edu,Student Success Undergrad Ed,
Effective U,"dev, test, prod","effectiveu.dev.umn.edu, effectiveu.stg.umn.edu, effectiveu.umn.edu, www.effectiveu.umn.edu","meyer150, lang0925",effectiveu.umn.edu,Student Success Undergrad Ed,
Academic Advising,"dev, test, prod","advising.dev.umn.edu, advising.stg.umn.edu, advising.prd.umn.edu, advising.umn.edu","meyer150, lang0925",advising.umn.edu,Student Success Undergrad Ed,
Academic Success Centers,"dev, prod","success.dev.umn.edu, success.stg.umn.edu, success.umn.edu","meyer150, lang0925, swart113",success.umn.edu,Student Success Undergrad Ed,
SUA Event Services,"dev, test, prod","reservesua.dev.umn.edu, reservesua.stg.umn.edu, reservesua.prd.umn.edu",fonta056,reservesua.umn.edu,SUA - Student Unions & Activities,
Outdoor Space,"dev, test, prod","outdoor.dev.umn.edu, outdoor.stg.umn.edu, www.outdoor.umn.edu","fonta056, leibfrie",outdoor.umn.edu,SUA - Student Unions & Activities,
Spring Jam,"dev, test, prod","springjam.dev.umn.edu, springjam.stg.umn.edu","fonta056, leibfrie",springjam.umn.edu,SUA - Student Unions & Activities,
PEAK Initiative,"dev, test, prod","peak.dev.umn.edu, peak.stg.umn.edu, peak-intranet.umn.edu","c-meye1, roge0002, dtadege, nels2371, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",peak.umn.edu,UFIN - University Finance,
oib.umn.edu,"dev, test, prod","oib.umn.edu, oib.dev.umn.edu, oib.stg.umn.edu, oib.prd.umn.edu",c-meye1,oib.umn.edu,UFIN - University Finance,
purchasing.umn.edu,prod,"purchasing-dl9.dev.umn.edu, purchasing-dl9.stg.umn.edu, purchasing.dl9.umn.edu",c-meye1,purchasing.umn.edu,UFIN - University Finance,
prepaid.umn.edu,prod,"prepaid.dl9.umn.edu, prepaid-dl9.dev.umn.edu, prepaid-dl9.stg.umn.edu","c-meye1, co-ecs",prepaid.umn.edu,UFIN - University Finance,
Tax,"test, prod","tax.dl9.umn.edu, tax-dl9.dev.umn.edu, tax-dl9.stg.umn.edu",c-meye1,tax.umn.edu,UFIN - University Finance,
